url	status	output_file	title
https://commons.libretexts.org/insight/answer-blanks-in-pgml	OK	answer-blanks-in-pgml.html	Answer Blanks in PGML
https://commons.libretexts.org/insight/copying-assignments	OK	copying-assignments.html	Copying Assignments
https://commons.libretexts.org/insight/studio	OK	studio.html	Studio
https://commons.libretexts.org/insight/indenting-centering-and-justifying	OK	indenting-centering-and-justifying.html	Indenting, Centering, and Justifying
https://commons.libretexts.org/insight/qti---native-question-type	OK	qti---native-question-type.html	QTI - Native Question Type
https://commons.libretexts.org/insight/what-is-a-learning-tree	OK	what-is-a-learning-tree.html	What is a Learning Tree?
https://commons.libretexts.org/insight/creating-instructor-adapt-account	OK	creating-instructor-adapt-account.html	Creating Instructor ADAPT Account
https://commons.libretexts.org/insight/qti---truefalse	OK	qti---truefalse.html	QTI - True/False
https://commons.libretexts.org/insight/campus-commons	OK	campus-commons.html	How to add a person as an admin to a Campus Commons instance?
https://commons.libretexts.org/insight/tethered-courses-that-are-synced-to-adapt	OK	tethered-courses-that-are-synced-to-adapt.html	Tethered Courses that are Synced to ADAPT
https://commons.libretexts.org/insight/adding-images-in-pgml	OK	adding-images-in-pgml.html	Adding Images in PGML
https://commons.libretexts.org/insight/tables-in-pgml	OK	tables-in-pgml.html	Tables in PGML
https://commons.libretexts.org/insight/how-to-create-sections-and-section-access-codes-for-your-adapt-course	OK	how-to-create-sections-and-section-access-codes-for-your-adapt-course.html	How to Create Sections and Section Access Codes for your ADAPT Course
https://commons.libretexts.org/insight/using-the-books-manager-and-understanding-catalog-matching	OK	using-the-books-manager-and-understanding-catalog-matching.html	Using the Books Manager and Understanding Catalog Matching
https://commons.libretexts.org/insight/adding-questions-to-an-assignment	OK	adding-questions-to-an-assignment.html	Adding Questions to an assignment
https://commons.libretexts.org/insight/mom-to-adapt	OK	mom-to-adapt.html	Export MyOpenMath Course to ADAPT
https://commons.libretexts.org/insight/coupling-adapt-courses-to-d2l-via-lti-only	OK	coupling-adapt-courses-to-d2l-via-lti-only.html	Coupling ADAPT to D2L (Brightspace) via LTI only
https://commons.libretexts.org/insight/why-must-i-write-my-assignment-entirely-in-antecedent	OK	why-must-i-write-my-assignment-entirely-in-antecedent.html	Why must I write my assignment entirely in The Forge?
https://commons.libretexts.org/insight/student-registration-and-enrollment	OK	student-registration-and-enrollment.html	Student Registration and Enrollment in ADAPT
https://commons.libretexts.org/insight/change-sig-figs-for-an-inexact-number	OK	change-sig-figs-for-an-inexact-number.html	Set Significant Figures for an Inexact number
https://commons.libretexts.org/insight/inexactvalue--macro	OK	inexactvalue--macro.html	InexactValue  Macro (Significant Figures)
https://commons.libretexts.org/insight/sd	OK	sd.html	Setting up a project and getting an account
https://commons.libretexts.org/insight/qti---numerical	OK	qti---numerical.html	QTI - Numerical
https://commons.libretexts.org/insight/how-to-remix-h5p-activities-for-your-courses	OK	how-to-remix-h5p-activities-for-your-courses.html	How to Remix H5P Activities For Your Courses
https://commons.libretexts.org/insight/coupling-adapt-courses-to-canvas-via-lti-only	OK	coupling-adapt-courses-to-canvas-via-lti-only.html	Coupling ADAPT to Canvas via LTI only
https://commons.libretexts.org/insight/introduction-to-learning-trees	OK	introduction-to-learning-trees.html	ADAPT - Learning Trees
https://commons.libretexts.org/insight/interpreting-analytic-graphs	OK	interpreting-analytic-graphs.html	Interpreting Analytic Graphs - EssayMaps
https://commons.libretexts.org/insight/control-panel	OK	control-panel.html	Control Panel
https://commons.libretexts.org/insight/algorithmic-randomization-seeds	OK	algorithmic-randomization-seeds.html	Algorithmic (Randomization) Seeds
https://commons.libretexts.org/insight/creating-horizontal-rules-in-pgml	OK	creating-horizontal-rules-in-pgml.html	Creating Horizontal Rules in PGML
https://commons.libretexts.org/insight/embedding-adapt	OK	embedding-adapt.html	Embedding Summative ADAPT Assessments into LibreTexts Books
https://commons.libretexts.org/insight/cookies-required	OK	cookies-required.html	Required Cookies
https://commons.libretexts.org/insight/how-do-i-start-writing-an-assignment-in-aw	OK	how-do-i-start-writing-an-assignment-in-aw.html	How do I start writing an assignment in The Forge?
https://commons.libretexts.org/insight/lists-in-pgml	OK	lists-in-pgml.html	Lists in PGML
https://commons.libretexts.org/insight/course-properties-overview	OK	course-properties-overview.html	Course Properties Overview
https://commons.libretexts.org/insight/adapt-course-properties-students	OK	adapt-course-properties-students.html	ADAPT: Course Properties
https://commons.libretexts.org/insight/html-links-in-pgml	OK	html-links-in-pgml.html	HTML Links
